"job","job href","save-job","location","icon href 2","desc","badge","badge 2"
"Reservation & Ticketing Officer","https://www.careerjet.com.bd/jobad/bd6b374000abb2095fc79075850722468a","Save","Dhaka","[object Object]","Job Context  International Airline   Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Bachelor degree in any discipline  Bachelors degree of a…","15 days ago","Apply easily"
"Chemist Cum General Manager - PU Foam Unit","https://www.careerjet.com.bd/jobad/bd3df02dfc4e61ff521a44139808445da2","Save","Sreepur, Dhaka","[object Object]","Job Context  We are looking for dynamic and experience talent for immediate appointment of General Manager, Chemist position who has solid production and administrative experience …","15 days ago","Apply easily"
"HR Officer","https://www.careerjet.com.bd/jobad/bd5367b7e96f3c3ab04ccf7cdf215665e1","Save","Dhaka","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Bachelor of Business Administration (BBA)  Skills Required: General Administration    Experie…","15 days ago","Apply easily"
"Senior Content Writer","https://www.careerjet.com.bd/jobad/bd3b922678cdc2c81909d670ec35468d50","Save","Dhaka","[object Object]","Job Context   Looking for thoughtful & creative English content writers who will contribute his/her best to our dynamic team. Candidates have to generate quality contents that are …","15 days ago","Apply easily"
"Education Consultant (UK Universities)","https://www.careerjet.com.bd/jobad/bd32d2157a9bdfeb92c16350ed98311d1e","Save","Dhaka","[object Object]","Job Context  Committed to work for a Long run. Goal Oriented, Career Focused, Proactive.   Job Responsibilities   Identify the potential partnership opportunities with local instit…","15 days ago","Apply easily"
"SR. Executive Business Development","https://www.careerjet.com.bd/jobad/bd565a8181d1ae31a69508ac0097cd05ea","Save","Dhaka","[object Object]","Job Context   DigiSkiller, a digital marketing agency, works globally and gives services for SEO, video editing, graphics design, paid advertising, social media marketing, YouTube …","15 days ago","Apply easily"
"Visa & Protocal Officer","https://www.careerjet.com.bd/jobad/bd2d74bcf17ea56ccdc0cfb10e4cf322f9","Save","Dhaka","[object Object]","Job Responsibilities   Implement logistical support to Managing Director.  Assist in administrative work with admin team  Making various kinds of reports.  Execute assigned governa…","15 days ago","Apply easily"
"Software Engineer (Night Shift)","https://www.careerjet.com.bd/jobad/bdffb70f2d56e4e81c8a7a726744299695","Save","Dhaka","[object Object]","Dynamic Solution Innovators (DSi), a software company based in Dhaka, Bangladesh, has been successfully providing software services since 2001 in global industry (USA, England, New…","2 months ago","Apply easily"
"Tele Purchaser","https://www.careerjet.com.bd/jobad/bda43275df165ede8a6ad5abcbefecef98","Save","Dhanmondi, Dhaka","[object Object]","Job Context   We are looking for an energetic procurement executive to handle purchasing. Candidate will follow procurement procedures, maintain an updated list of current and inco…","19 days ago","Apply easily"
"Digital Marketing Executive","https://www.careerjet.com.bd/jobad/bd4444afd5bd655726411df719d13469fa","Save","Dhaka","[object Object]","Job Context   We are seeking a talented and experienced videographer to join our team. If you have a passion for creating high-quality video content and the skills to bring project…","17 days ago","Apply easily"
"Executive/ Sr. Executive, Sales","https://www.careerjet.com.bd/jobad/bda0da9c2c31b612aa9eadb919467c7022","Save","Gulshan, Dhaka","[object Object]","Job Responsibilities   Searching prospects and generating leads.  Contacting potential and existing customers over the phone, by email, and in person.  Hitting monthly targets, bui…","17 days ago","Apply easily"
"Office Assistant","https://www.careerjet.com.bd/jobad/bdba6077f457612502f1f5ec62c20f5e6d","Save","Dhaka","[object Object]","Job Context  Vista Migration and Education Services (Dhaka Office) are looking for an office assistant who is energetic, innovative, and self-motivated individuals to fulfil the ab…","17 days ago","Apply easily"
"Security IN-charge","https://www.careerjet.com.bd/jobad/bddc6fa23c66497dd41e4d0c70cbb2abd6","Save","Gazipur, Dhaka","[object Object]","Job Context  Candidates must need to have a background of Ex-army what explained in job description. Healthy, strong, clever, tall are also required. this job is not a project base…","17 days ago","Apply easily"
"Full Stack Developer","https://www.careerjet.com.bd/jobad/bdc27601a255813935ad999839c3882d67","Save","Dhaka","[object Object]","Job Context   We are looking for a highly-skilled Full-stack developer who is comfortable with both front-end and back-end programming. As a full-stack developer, you`ll develop an…","17 days ago","Apply easily"
"Associate Executive","https://www.careerjet.com.bd/jobad/bdb18a1b6939d63efe43dc4894d221c114","Save","Dhaka","[object Object]","Job Context  Serve as a resource to the company for matters related to Retirement Plan Recordkeeping, Payroll file process & other related Client communication. Use experience and …","17 days ago","Apply easily"
"Senior Graphic Designer","https://www.careerjet.com.bd/jobad/bdd521b05247f60dd99e4344361ebd7549","Save","Dhaka","[object Object]","Job Context  Job Location: Elephant Road (Katabon Dhal), Dhaka   Job Responsibilities   Book Cover Design, Book forma setting of publication house.  All kinds of printing and packa…","17 days ago","Apply easily"
"Technical Advisor, Economist","https://www.careerjet.com.bd/jobad/bdff92b370a6f0932396f550df3fe55a79","Save","Dhaka","[object Object]","The Technical Advisor (TA) reports to a Senior Technical Advisor or Director, serves as a subject matter expert in a specific program-related technical area and supports implementa…","2 months ago","Apply easily"
"Data Engineer (Remote)","https://www.careerjet.com.bd/jobad/bd4dee9c6cb1c29ce305cde43766443b79","Save","Dhaka","[object Object]","Token Metrics is seeking a multi-talented Big Data Engineer to facilitate the operations of our Data Scientists and Engineering team. The Big Data Engineer will be responsible to e…","23 days ago",""
"DevOps/Site Reliability Engineer(Remote)","https://www.careerjet.com.bd/jobad/bd0e23e07f04460c7849a8d7112d1691dc","Save","Dhaka","[object Object]","Token Metrics is seeking a results-oriented IT administrator to manage our company's IT infrastructure. You will be upgrading and installing hardware and software, troubleshooting …","23 days ago",""
"Data Scientist (Remote)","https://www.careerjet.com.bd/jobad/bd2352bd9dcfcba12d721c6257a226593c","Save","Dhaka","[object Object]","Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes,…","23 days ago",""
"Business Analyst (Remote)","https://www.careerjet.com.bd/jobad/bd4ad1710805a0d7bbd97bbc94561bafbb","Save","Dhaka","[object Object]","Token Metrics is searching for a highly capable Business Analyst to optimize Data & create a visualization on Mixpanel.   We are looking for a Business Analyst to create interactiv…","23 days ago",""
"Senior Full Stack Developer (Remote)","https://www.careerjet.com.bd/jobad/bd6383e60736b9304389c39113c98a28c6","Save","Dhaka","[object Object]","Token Metrics is looking for a highly skilled Full-Stack Engineer who will be responsible for designing and developing front-end, back-end and architecture, ensuring the responsive…","23 days ago",""
"Business Development Executive (Corporate Sales)","https://www.careerjet.com.bd/jobad/bd12c73ff8faba3b3d887dbf2375bcf8da","Save","Dhaka","[object Object]","Job Context  We are looking for candidates who have strong dedication and mindset to work in Corporate and SME Sales process for one of the leading Telecom Operator in Bangladesh. …","7 days ago",""
"English Teacher","https://www.careerjet.com.bd/jobad/bd2e9579e473a552aae2fa541c097be8e3","Save","Chittagong","[object Object]","Job Context  Working Hours: Full-time.   Job Responsibilities   Planning and delivering lessons to students of various abilities and levels, including curriculum development and as…","7 days ago",""
"Manager - Marketing","https://www.careerjet.com.bd/jobad/bde9219c40b28f60dabdaf33f2d9a5ba7b","Save","Gulshan, Dhaka","[object Object]","Job Context  Dyeing Unit   Job Responsibilities   Responsible for Sweater Yarn Dyeing Marketing and overall activities for order collection to run the factory.  Must have sound kno…","7 days ago",""
"Enterprise Sales Executive","https://www.careerjet.com.bd/jobad/bd2b56682b1076d8e5ca0d202a7d441270","Save","Dhaka","[object Object]","Job Responsibilities  Distributing new Robi and Airtel corporate SIMs by visiting various NGO Offices, factories, schools, colleges & departmental stores.   Employment Status   Ful…","7 days ago",""
"Field Officer","https://www.careerjet.com.bd/jobad/bd658ca5726ba1b9e867d01d11d83d57a4","Save","Derai, Sylhet","[object Object]","Job Context   Friends in Village Development Bangladesh (FIVDB) is implementing the ""Strengthening smallholder farms and rural enterprises to better cope with climate change in the…","7 days ago",""
"Senior Executive - Merchandising","https://www.careerjet.com.bd/jobad/bdb88ea2deb29d89daee90b3b5c56f6108","Save","Dhaka","[object Object]","Job Context  We are looking for a positive attitude and Merchandising skilled (from garments or footwear) persons with quick learning capability, whose will be assigned to a partic…","7 days ago",""
"Academic Expert","https://www.careerjet.com.bd/jobad/bd7282146815897cce1d6b90e7832c7935","Save","Chittagong","[object Object]","Job Context   CrackTech™ Limited is looking for open-minded, disciplined, intelligent and honest team members who are willing to work together with us for a Long Time.  The Academi…","7 days ago",""
"Junior Officer (Risk Management)","https://www.careerjet.com.bd/jobad/bd80ac142748d8a597816e7f19f53cbf80","Save","Gulshan, Dhaka","[object Object]","Job Context  Job Location: Dhaka (Gulshan 1)   Job Responsibilities   Entity/business research and preparing related worksheets as per risk management system of the Firm.  Research…","7 days ago",""
"Arabic Teacher","https://www.careerjet.com.bd/jobad/bdb2737198007c74d1e3f1d045641a01bd","Save","Chittagong","[object Object]","Job Context   Teaching Arabic language and culture to students of various ages and levels of proficiency.  Developing and implementing lesson plans, creating materials, and assessi…","7 days ago",""
"E-Commerce Sales Specialist","https://www.careerjet.com.bd/jobad/bd652f8bc1cfafd48e5adfeeeabbe24e3e","Save","Dhaka","[object Object]","Job Context  Founded in 1962, Evergreen Product Group is a Hong Kong based multinational conglomerate and one of the leading global manufacturers of hair goods. Its operation in Ba…","7 days ago",""
"Sales Professional","https://www.careerjet.com.bd/jobad/bdc5bb142ae04888d9d9575f641a599c33","Save","Dhaka","[object Object]","Job Context  Naba Global Limited is looking for young, energetic, smart and dynamic sales professional who has able to corporate sell, retailer & sell our admixture to route level.…","7 days ago",""
"GM - HR & Admin","https://www.careerjet.com.bd/jobad/bdfb457a3334907fc7b3adf4e2c087dbb6","Save","Uttar Khan, Dhaka","[object Object]","Job Context  Retired Army person is encouraged to apply for this position.   Job Responsibilities   Discuss, Mediate and resolve complicated issues relating to HR & Admin and Proto…","7 days ago",""
"Tele Sales Advisor","https://www.careerjet.com.bd/jobad/bd8f61dbd42ec4c07a8bc2ce912fd76353","Save","Khulna","[object Object]","Job Context  You can earn BDT 30,000+ per month   Job Responsibilities   Call Customers regularly  Let them know about company product  Understand the Product Knowledge  Achieve Mo…","7 days ago",""
"Sr. Executive / Executive - Sales & Marketing","https://www.careerjet.com.bd/jobad/bd3ae89bf2fb297c695a9dfb3752a34605","Save","Gulshan, Dhaka","[object Object]","Job Context  Sales & Marketing activities related to Yarn Dyeing & Spinning.   Job Responsibilities   Responsible for Sales & Marketing of Yarn Dyeing.  Should have good network wi…","7 days ago",""
"English Test Trainer (TOEFL) for UTTARA","https://www.careerjet.com.bd/jobad/bd6ec8941f22d587fd76aa388d73b56b11","Save","Uttara, Dhaka","[object Object]","Job Context   TOEFL/English Spoken Trainer (Full Time and living in Uttara, Dhaka)  The organization is looking for a smart and good looking candidate with an English learning back…","20 days ago","Apply easily"
"Medical Technologist","https://www.careerjet.com.bd/jobad/bd1b1a984e627972a279c44a8433d5d8f5","Save","Sabujbagh, Dhaka","[object Object]","Job Context  Job Location: 91, kodomtola bridge, Basabo sabujbag Dhaka- 1214.   Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Diploma in Me…","20 days ago","Apply easily"
"Full Stack MERN Developer","https://www.careerjet.com.bd/jobad/bdcc10da5f809ae1bb2dd09f1dbc3174f5","Save","Khilgaon, Dhaka","[object Object]","Job Context  We are looking for a React.js & Node.js Developer having proven expertise in the relevant field. If you are experienced and looking for your next challenge and wanted …","20 days ago","Apply easily"
"Store Officer - Service Point","https://www.careerjet.com.bd/jobad/bdf24afcd90b2ef26582d8b0466d278c0a","Save","Kishoreganj, Dhaka","[object Object]","Job Responsibilities   Maintain store by using Oracle Integrated software as per the company's indexing system  Ensure and post requisition on software  Maintain a minimum level of…","5 days ago",""
"Inspirator - Leadership Development and Public Service Accountability","https://www.careerjet.com.bd/jobad/bd45507864f423f4df0d8a882f2f45b77b","Save","Dhaka","[object Object]","Job Context   Project : Action4Transformation (A4T): Youth for rights, resilience and redistribution in fragile context  Unit : Young People  Location of posting : Placement will b…","5 days ago",""
"Audit & Compliance Officer","https://www.careerjet.com.bd/jobad/bdb76be6e96a88149f6ec5eeffed3ab43d","Save","Bangladesh","[object Object]","Job Context  Reporting to the supervisor, the overall purpose of this position is to take part in internal audits, monitoring, risk management, quality control and assurance, and s…","5 days ago",""
"Inspirator - Climate Resilient Livelihood","https://www.careerjet.com.bd/jobad/bd89b0b0ad114abd8b9409848730d2bcac","Save","Bangladesh","[object Object]","Job Context   Project : Action4Transformation (A4T): Youth for rights, resilience and redistribution in fragile context  Unit : Young People  Location of posting : Placement will b…","5 days ago",""
"Vaccinator, Health and Nutrition, HCMP","https://www.careerjet.com.bd/jobad/bdf73ebc679b47ab6b444b351fe7ba2141","Save","Ukhia, Chittagong","[object Object]","Job Context  This position will be responsible to do triage, Immunization and assist Assistant Technical Specialist in medical care along with managing a store in the respective he…","5 days ago",""
"Assistant Relationship Manager - Supply Chain Finance","https://www.careerjet.com.bd/jobad/bdb797cb2847bffc983a839b98d997dc22","Save","Chittagong","[object Object]","Job Context  The position is responsible for maintaining relationship with clients and debtor building network, and achieving business targets of Supply Chain Finance/ Factoring.  …","5 days ago",""
"Junior Marketing Executive (Remote)","https://www.careerjet.com.bd/jobad/bdfa0137f3630a30192508b136a485e3c8","Save","Bangladesh","[object Object]","Job Context  We are looking for a Junior Marketing Executive to join our team at Ekopii Ltd., a growing digital marketing agency. As a Junior Marketing Executive, you will be respo…","5 days ago",""
"Inspirator - Democratic Space and GRPS","https://www.careerjet.com.bd/jobad/bd58381fad24c4f0d67b065f1d49af2036","Save","Rampal, Khulna","[object Object]","Job Context   Project : Action4Transformation (A4T): Youth for rights, resilience and redistribution in fragile context  Unit : Young People  Location of posting : Placement will b…","5 days ago",""
"General Manager, Marketing","https://www.careerjet.com.bd/jobad/bddd6edd7c8aaad3150a1809bae00bce1b","Save","Gazipur, Dhaka","[object Object]","Job Responsibilities   Overseeing marketing for Woven (formal/suit) manufacturing with a capacity of 2.00 million USD per month  Monitoring merchandising execution at every level a…","5 days ago",""
"Sr. Executive - Cost & Estimation - EPC","https://www.careerjet.com.bd/jobad/bd065b1fcdf21c9377662c748fe3f90795","Save","Bangladesh","[object Object]","Job Context  We are looking for Sr. Executive - Cost & Estimation for the EPC team under Confidence Infrastructure Limited (Steel Unit).   Job Responsibilities   Reporting to the M…","5 days ago",""
"Manager/ Sr. Manager (Feed Sales)","https://www.careerjet.com.bd/jobad/bdd60619d588ecaa0ea861f05bbf69c53f","Save","Bangladesh","[object Object]","Job Responsibilities   The incumbent will act as a Team Leader and responsible for overall sales and marketing of the designated area.  Coordinate and Lead the Sales Team.  Ensure …","5 days ago",""
"Pharmacist, Health and Nutrition, HCMP","https://www.careerjet.com.bd/jobad/bd4c8c112b98af79ff4160f471b3107c94","Save","Ukhia, Chittagong","[object Object]","Job Context  This position will be responsible to dispense medicine, Immunization and assist Assistant Technical Specialist in medical care along with managing a store in the respe…","5 days ago",""
"Executive, HR & Admin","https://www.careerjet.com.bd/jobad/bde744ba334650e012b4b895fa475c2559","Save","Shibchar, Dhaka","[object Object]","Job Context  Corporate Projukti Limited provides a range of IT solutions aimed at helping customers to increase productivity, reduce cost and solve business challenges. We are look…","5 days ago",""
"Service Executive - Supply Chain Finance","https://www.careerjet.com.bd/jobad/bd3b2a2941d058c56d2e21892b0c549d95","Save","Chittagong","[object Object]","Job Context  The position is responsible for supporting daily business of Supply Chain Finance. Provide support to customers of Supply Chain Finance, maintain their account and vis…","5 days ago",""
"Technical Assistant -Triage, Health and Nutrition, HCMP","https://www.careerjet.com.bd/jobad/bde8904f1ed044126e97beadec6da1492f","Save","Ukhia, Chittagong","[object Object]","Job Context  This position will be responsible to do triage, dispense medicine, Immunization and assist Assistant Technical Specialist in medical care along with managing a store i…","5 days ago",""
"Senior Officer - Production","https://www.careerjet.com.bd/jobad/bd76cf26c2c33234284b8f1cbaf18c0e60","Save","Bangladesh","[object Object]","Job Responsibilities   Prepare cascade and execute production plans and adjust operational activities by situation assessment according to available information and resources for o…","5 days ago",""
"Regional In-Charge, Marketing, Sales and Recovery","https://www.careerjet.com.bd/jobad/bd25be4cae254ce79aa28c362eddbe71af","Save","Bangladesh","[object Object]","Job Responsibilities   Able to build up strong leadership and teamwork skills. Regional In-Charge will be responsible for achieving sales-Mktg. & recovery targets under jurisdictio…","5 days ago",""
"Accounts Executive","https://www.careerjet.com.bd/jobad/bd3d90bed7766be47601378b05b180bc91","Save","Bangladesh","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   M.Com with experience in relavant sector are encourage to apply    Job Location   Anywhere in…","5 days ago",""
"Territory Executive","https://www.careerjet.com.bd/jobad/bdf19cb554f02a3ab77110c42f60536982","Save","Madaripur, Dhaka","[object Object]","Job Responsibilities   Acquiring & monitoring new dealer, farmer of poultry/cattle/fish category.  Collect & share authentic market data to management team regular basis.  New area…","5 days ago",""
"Officer (Transport)","https://www.careerjet.com.bd/jobad/bd8b9511d868c162bef4cea2df995c8d64","Save","Bangladesh","[object Object]","Job Context  Permanent after successful completion of probation period.   Job Responsibilities   Prepare monthly cost reports of vehicle repair-maintenance.  A regular visit to wor…","5 days ago",""
"Senior .NET Software Developer, Back-end","https://www.careerjet.com.bd/jobad/bd4c630e3a0be7bdf1d39ff829dd49837d","Save","Bangladesh","[object Object]","Job Responsibilities   Work closely with Technical Lead to provide technical direction and contribute to technical solution  Work with team to determine best technical approach to …","5 days ago",""
"Inspirator - Protection & Resilience in Crisis","https://www.careerjet.com.bd/jobad/bdbe09bc8bb3da275e3996e7e9f3f4ffc5","Save","Satkhira Sadar, Khulna","[object Object]","Job Context   Project : Action4Transformation (A4T): Youth for rights, resilience and redistribution in fragile context  Unit : Young People  Location of posting : Placement will b…","5 days ago",""
"Medical Information Officer (MIO)","https://www.careerjet.com.bd/jobad/bd48247b1c5d873a7abbb36af935353b64","Save","Bangladesh","[object Object]","Job Responsibilities   Communicate with the Medical Professionals to-  Exchange product information effectively to generate prescriptions  Achieve sales & prescriptions objectives …","5 days ago",""
"Manager, Software Development","https://www.careerjet.com.bd/jobad/bd24990b5b6134d480302fb87a7f78044c","Save","Bangladesh","[object Object]","Job Context  The Software Developers has vital role behind the design, installation, testing and maintenance of software systems.   Job Responsibilities   Work with developers to d…","5 days ago",""
"Senior Nurse, Health and Nutrition, HCMP","https://www.careerjet.com.bd/jobad/bd2b261dc7aa6ec42c85105b249ddc3c64","Save","Ukhia, Chittagong","[object Object]","Job Context  Senior Nurse will be responsible to provide ANC, PNC, Normal Delivery, Inpatient care and immunization.   Job Responsibilities   Monitor patient's condition and assess…","5 days ago",""
"Technical Document Writer","https://www.careerjet.com.bd/jobad/bd01bc80223f770d6bb56c3b3de48e6ecc","Save","Bangladesh","[object Object]","Job Context   Develop comprehensive documentation that meets organizational standards  Gain a deep understanding of products and services, and translate complex information into si…","5 days ago",""
"Asst. Hostel Super (Residential)for MBBS students Hostel","https://www.careerjet.com.bd/jobad/bd88577424bc54bb25fb9224b791cba459","Save","Bangladesh","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Minimum BA pass    Additional Requirements   Only females are allowed to apply    Job Locatio…","5 days ago",""
"Geotechnical Engineer","https://www.careerjet.com.bd/jobad/bddcc3aa5b1ac2e2a8334f3ff2545c77ef","Save","Bangladesh","[object Object]","Job Context   Our company is seeking an experienced Geotechnical Engineer to join our team. The successful candidate needs to have a strong technical background and experience in g…","5 days ago",""
"Head of Liability Business for Operating Liability Team (Up to Vice President)","https://www.careerjet.com.bd/jobad/bda845b6387ef09ca0a0d81bc3dfae9f2f","Save","Bangladesh","[object Object]","Job Responsibilities   Establish and maintain effective formal and informal links with major customers, relevant government departments and agencies, local authorities, key decisio…","5 days ago",""
"Manager/Sr. Manager (Melamine)","https://www.careerjet.com.bd/jobad/bdb3e009bbc7b9d31c0206d543a78f0834","Save","Bangladesh","[object Object]","Job Responsibilities   The incumbent will act as a Team Leader and responsible for overall sales and marketing of the designated area.  Coordinate and Lead the Sales Team.  Ensure …","5 days ago",""
"Officer - IT (Factory)","https://www.careerjet.com.bd/jobad/bd48ce5957bf86fe94b5089a8e5198ab24","Save","Dhaka","[object Object]","Job Context  Hassan Book Depot, One of the leading book publishers in Bangladesh searching the successful incumbent from the Bangladeshi nationals for the positions.   Job Responsi…","16 days ago","Apply easily"
"LARAVEL, PHP, WordPress Web Developer","https://www.careerjet.com.bd/jobad/bd736570f0259dff28cdedd110bcab85c6","Save","Bangladesh","[object Object]","Job Responsibilities   well-experienced professional LARAVEL, PHP, WordPress Web Developer.Must have needed 3 years experience.  Google Ads, Local Organic SEO, Remarketing, SEO and…","13 days ago","Apply easily"
"Sales Executive","https://www.careerjet.com.bd/jobad/bda8197f8ba0384f0603cd64fb070027a8","Save","Bangladesh","[object Object]","Job Responsibilities   Identify and develop new business opportunities  Generate leads and build relationships with potential clients  Conduct sales presentations and product demon…","13 days ago","Apply easily"
"Business Intelligence Analyst","https://www.careerjet.com.bd/jobad/bd22e9f1ee4e2e269df26ff72cf12d02b7","Save","Bangladesh","[object Object]","Job Responsibilities   Developing and managing business intelligence solutions for the organization.  Providing reports through office applications to improve business processes.  …","13 days ago","Apply easily"
"Youth Engagement Specialist (Bangladesh and Nepal)","https://www.careerjet.com.bd/jobad/bd8a9c7799f4a0b3134f52daf12342709a","Save","Bangladesh","[object Object]","About IREX:   IREX is an independent nonprofit organization dedicated to building a more just, prosperous, and inclusive world by empowering youth, cultivating leaders, strengtheni…","2 months ago","Apply easily"
"Sales Executive","https://www.careerjet.com.bd/jobad/bdc74be9acf6c33433246d97be1348ef35","Save","Dhaka","[object Object]","Job Context   Save The Date is one of the leading wedding card crafters & designers in Bangladesh and beyond. It`s your time to join us and help our clients celebrate their preciou…","18 days ago","Apply easily"
"Sr. Executive/ Assistant Manager - Admin","https://www.careerjet.com.bd/jobad/bd97d7813a0b26ac8d24b73e0794cdbf5d","Save","Gulshan, Dhaka","[object Object]","Job Context  We are looking for a Young, Energetic, Self-Motivated and Proactive Person who has Experienced in the Administrative field.   Job Responsibilities   Responsible for ho…","18 days ago","Apply easily"
"Physiotherapist Technologist (Male & Female)","https://www.careerjet.com.bd/jobad/bd01500b786d4d7fbb4a3b74f2db2217ea","Save","Dhaka","[object Object]","Job Responsibilities   Through knowledge of Ascend Physiotherapy & Pain Management.  Help people affected by injury, illness or disability through movement and exercise, manual the…","18 days ago","Apply easily"
"Sr. Software Engineer (Laravel)","https://www.careerjet.com.bd/jobad/bdf6a874151833d2d5b62d9258c6ba87a3","Save","Kalabagan, Dhaka","[object Object]","Job Context  Technovicinity Limited is looking for some dynamic, sharp & dedicated Laravel developers who can develop and customize complex, data intensive websites.   Job Responsi…","18 days ago","Apply easily"
"English Teacher (Spoken)","https://www.careerjet.com.bd/jobad/bd404247ade28a0f5b018690865d35ed39","Save","Savar, Dhaka","[object Object]","Job Context  Contract Duration: at least 1 year.   Job Responsibilities   Must have proper understanding of Speaking English .  Must have proper knowledge of fluent speaker and Wri…","18 days ago","Apply easily"
"Customer Relation Officer ( Female)","https://www.careerjet.com.bd/jobad/bdd4b9035f94466d9077e98d49581b785d","Save","Mohammadpur, Dhaka","[object Object]","Job Responsibilities   Excellent communication skills with strong sense of responsibilities.  Self-motivated and able to work under pressure in a fast-paced working environment.  M…","18 days ago","Apply easily"
"Freelancer with Digital Marketing","https://www.careerjet.com.bd/jobad/bd01068b4ac478f9b417ecaeac37df4689","Save","Savar, Dhaka","[object Object]","Job Context   Salary will be offered upon skill and experience.  Candidates must overcome the aptitude test.  Contract Duration: at least 1 year.    Job Responsibilities   Must hav…","18 days ago","Apply easily"
"Assistant Manager - Cost Analyst","https://www.careerjet.com.bd/jobad/bdab0ba62c425664e9581fbd5fe072be8e","Save","Dhaka","[object Object]","Job Context  A renowned large local organization is seeking an ambitious incumbent for the required role.   Job Responsibilities   Gather and analyze financial data  Determine stan…","18 days ago","Apply easily"
"Executive","https://www.careerjet.com.bd/jobad/bd00bc5282ac86e65196fece0645f136ab","Save","Gulshan, Dhaka","[object Object]","Job Context   Scholars Zone is one of the leading educational consultancy firms in Bangladesh. We are one of the fastest-growing consultancy establishments.  Scholar`s zone is look…","18 days ago","Apply easily"
"Accounts Officer","https://www.careerjet.com.bd/jobad/bd791727faac5e1268163579b951eab310","Save","Dhaka","[object Object]","Job Responsibilities  Data entry, report analysis and upto P/L   Employment Status   Full-time   Workplace  Work at office    Educational Requirements   Bachelor of Commerce (BCom)…","18 days ago","Apply easily"
"Corporate Sales Executive","https://www.careerjet.com.bd/jobad/bd65cd2c18aac02314a3fae55362930c63","Save","Dhaka","[object Object]","Job Context   Babuland Ltd is the pioneer of the largest and fastest growing chain of indoor playgrounds in the Amusement Sector of Bangladesh. Currently, we have 4 branches in Dha…","18 days ago","Apply easily"
"Telemarketing Representative (International Campaign)","https://www.careerjet.com.bd/jobad/bdbe812aa56724ceb626b7ce4f5d8c7c64","Save","Dhaka","[object Object]","Job Context  The Telemarketing Representative`s responsibilities include contacting potential customers, focusing on customer needs to close sales, and documenting customer informa…","18 days ago","Apply easily"
"Teacher - Bangla and English","https://www.careerjet.com.bd/jobad/bd13d931991bdc1562895ca6d0b7e268fb","Save","Uttara, Dhaka","[object Object]","Job Responsibilities   Conduct classes for any class of Student in English Medium;  Idea regarding Cambridge curriculum on English/Bangla is required;  Prepare lesson plans, lectur…","18 days ago","Apply easily"
"Receptionist (Female)","https://www.careerjet.com.bd/jobad/bd2e6f51d8c7b8d827c5dec72f5e79a958","Save","Gulshan, Dhaka","[object Object]","Job Context  We are seeking a friendly and organized receptionist to join our team. The ideal candidate must have excellent communication skills and be able to multitask efficientl…","18 days ago","Apply easily"
"Sub Assistant Engineer - Operation (Production & Process)","https://www.careerjet.com.bd/jobad/bdfbf11a782ad30d1c7125e037d0d2bd7e","Save","Narayanganj, Dhaka","[object Object]","Job Responsibilities   To monitor SCADA Operation  To able to shifting duty (Morning/Day/Night)  To ensure Safety of Manpower & Equipment's  To maintain & monitor Production Proces…","6 days ago",""
"Sr. Executive/ Asst. Manager - Environmental Sustainability (E.T.P)","https://www.careerjet.com.bd/jobad/bdb5d09e4b3c59cacaec8483044433e7c8","Save","Narayanganj, Dhaka","[object Object]","Job Responsibilities   Regular basis monitoring of ETP ZDHC wastewater parameter testing: - COD, BOD, TSS, TDS, EC, pH, Color etc.  Monitoring biological process by checking Biolog…","6 days ago",""
"Asst. Manager - Accounts & Finance","https://www.careerjet.com.bd/jobad/bd4dbfc287bd89b12535a7c0064a6ef7c0","Save","Bangladesh","[object Object]","Job Context  We are looking for an Asst. Manager - Finance & Accounts at Mohammadi Group. The incumbent will have primary day-to-day responsibility for planning implementing, manag…","12 days ago","Apply easily"
"Intern - Fashion Design","https://www.careerjet.com.bd/jobad/bd4c5a9cde7b8bcc7cc17fff30fd87004a","Save","Bangladesh","[object Object]","Job Context   ZXY International, a global apparel sourcing company, has been established with a clear mission to be unique, innovative, redefine global sourcing standards, as well …","12 days ago","Apply easily"
"Jr. Executive / Executive - Sales & Marketing (Real Estate)","https://www.careerjet.com.bd/jobad/bd00cf089db788318a66b1384fd0c60691","Save","Bangladesh","[object Object]","Job Responsibilities   To visit prospective customers regularly.  To maintain relationship with the existing customers.  To create a strong data base of prospective customers.  To …","12 days ago","Apply easily"
"Software Engineer (ASP.net)","https://www.careerjet.com.bd/jobad/bdbe93273f10636df9a34c1b84d183cbf3","Save","Bangladesh","[object Object]","Job Responsibilities   Analyze user requirements in collaboration with team members  Write efficient code according to requirement and design  Follow established standards and proc…","12 days ago","Apply easily"
"Executive - Welfare & Counselling (For Dhaka Factory)","https://www.careerjet.com.bd/jobad/bda7d6bf1ec02731cdd33b5325bb7cda15","Save","Uttara, Dhaka","[object Object]","Job Responsibilities   Counsel the workers on general issues like- company rules, regulations, policies, procedures and discipline.  Counsel the absentee workers as referred by HR …","12 days ago","Apply easily"
